wagnum,ts_id,target
19504,2,35894.504
19507,4,42940.42
19514,2,34175.406
19518,4,78308.625
19527,4,49470.312
19528,4,16242.93
19531,3,15742.931
19533,2,30275.686
19534,1,7495.541
19536,3,61770.125
19540,6,11600.841
19542,5,23646.936
19547,2,35146.688
19548,2,49683.53
19549,2,32106.596
19549,3,15158.267
19557,2,24745.434
19558,4,21350.549
19561,3,75474.62
19562,4,40358.76
19564,4,20495.969
19574,2,52348.176
19576,3,37428.43
19578,2,42963.324
19580,2,62017.168
19584,3,50381.008
19589,4,47315.832
19592,1,70076.42
19593,5,96608.27
19595,6,10824.474
19598,1,35694.086
19613,3,54229.406
19620,4,29340.336
19621,3,31714.473
19624,2,80487.21
19624,3,25847.066
19630,2,76771.5
19633,3,48540.527
19636,6,34759.402
19641,3,27780.805
19644,2,45716.27
19645,2,55928.69
19646,1,13874.573
19647,2,19629.076
19649,2,45136.7
19654,2,27606.54
19657,2,27082.469
19664,3,35692.996
19666,6,54431.25
19672,2,37020.766
19673,1,22030.54
19683,2,59652.76
19684,3,19588.06
19690,2,53506.402
19691,5,12925.604
19692,2,57932.332
19694,2,12954.952
19697,4,31659.748
19702,4,50043.207
19704,3,47915.31
19706,5,62363.35
19708,4,79339.63
19709,4,31614.37
19710,4,36610.55
19713,4,84416.87
19718,2,29676.15
19720,1,11130.688
19724,4,43016.875
19725,3,59893.94
19729,2,13297.135
19731,2,63435.5
19732,4,40563.91
19734,4,18190.744
19742,4,31697.465
19751,2,44660.49
19752,4,28977.02
19753,2,56885.566
19757,3,54968.082
19758,4,59167.555
19759,2,28578.72
19766,5,62906.914
19767,6,17552.99
19774,2,7527.099
19776,5,40221.996
19778,4,24530.787
19782,4,33720.66
19785,5,11401.746
19791,4,51094.062
19799,4,72540.875
19802,6,64416.844
19804,2,58905.95
19806,3,42640.113
19806,5,34838.56
19817,3,10269.624
19819,2,77325.46
19820,3,22410.352
19822,4,21641.814
19824,3,15790.327
19825,2,81081.375
19831,2,66436.01
19832,6,14449.82
19834,3,29398.896
19842,3,75972.15
19843,4,23791.844
19848,2,25107.23
19849,1,15062.766
19850,4,28421.945
19851,6,41874.402
19853,3,29565.297
19855,3,25322.498
19862,3,63458.875
19863,2,52404.23
19869,6,37140.0
19876,1,16655.664
19877,2,26097.623
19879,3,57103.066
19881,4,43992.516
19882,2,20825.87
19888,2,42807.89
19891,2,33901.957
19893,6,61542.773
19894,2,64793.348
19900,2,46190.605
19901,2,15050.134
19905,3,70212.27
19908,4,20853.332
19909,7,79457.94
19914,2,74217.36
19920,4,58971.168
19922,4,58829.1
19926,4,47559.305
19927,6,57651.12
19929,7,16755.621
19932,1,21728.049
19934,5,56860.52
19938,4,82819.555
19940,5,35583.484
19945,1,34492.24
19947,3,24664.71
19954,3,44060.27
19956,5,32710.127
19960,2,44939.426
19964,2,43042.164
19965,3,30405.781
19966,8,71472.04
19969,6,8859.328
19970,6,30520.861
19976,2,42417.2
19980,3,30815.773
19981,4,41504.68
19984,4,78878.85
19985,4,81866.06
19988,2,18981.457
19990,1,15403.985
19994,5,60948.06
19996,8,25881.291
19998,5,24153.07
20000,8,32477.205
20008,2,15521.686
20012,4,24157.191
20013,2,35607.324
20016,2,41532.574
20019,3,53535.137
20024,2,55097.45
20025,4,17351.293
20028,2,64498.316
20031,2,59301.76
20033,3,39057.652
20038,2,16335.502
20040,5,16098.5205
20045,3,58689.9
20053,3,42352.027
20057,4,31436.9
20061,4,21305.645
20066,2,58597.727
20070,2,75696.65
20072,3,65371.93
20074,5,15718.565
20075,3,31924.787
20078,3,67189.82
20083,4,55549.09
20084,4,81673.23
20085,5,18997.5
20093,5,57759.89
20096,6,17026.33
20099,4,43416.637
20101,2,80139.016
20107,6,42270.82
20109,7,11937.253
20111,2,68521.56
20118,4,27696.242
20127,2,22327.998
20131,3,88740.99
20132,4,58384.6
20134,1,73596.22
20135,3,64986.984
20141,2,28454.65
20143,3,68491.9
20149,5,9216.095
20153,3,63544.957
20154,3,49108.355
20159,2,77071.34
20163,2,16437.16
20170,4,60840.066
20172,6,17166.805
20175,4,42982.387
20195,3,56764.555
20197,6,58205.33
20199,3,28603.62
20206,2,37250.574
20212,6,27923.906
20214,3,37375.883
20216,5,28967.828
20222,3,64254.05
20227,3,47043.387
20232,2,46250.008
20237,2,43973.234
20242,3,16090.402
20246,4,68273.88
20249,3,72505.01
20252,3,78174.51
20254,4,17040.912
20257,5,44201.473
20257,6,14688.834
20264,4,24498.365
20271,3,27320.271
20272,2,27503.717
20277,5,25403.709
20281,4,42493.336
20284,3,69138.75
20288,3,37403.54
20290,4,36195.69
20293,2,53888.496
20294,7,43717.523
20301,6,47782.34
20304,3,57767.152
20309,4,18434.098
20317,3,61878.14
20318,4,53751.87
20320,2,100892.164
20321,5,51774.9
20322,5,31500.584
20326,3,43149.7
20328,5,46488.79
20329,2,19969.756
20336,3,62081.92
20342,4,46835.215
20346,6,22800.25
20357,3,60165.746
20364,4,81644.63
20364,5,11290.092
20370,3,82479.37
20379,2,48747.64
20381,2,38418.664
20382,3,30803.133
20384,2,16893.314
20386,1,16221.769
20389,2,30096.947
20390,5,35275.117
20392,5,72691.625
20395,2,76764.68
20402,5,17097.197
20403,4,40029.707
20407,3,8713.043
20410,3,32818.875
20412,1,46553.18
20419,2,30541.186
20424,2,13921.904
20425,3,54357.32
20431,3,29762.334
20433,4,59653.684
20435,2,14423.004
20436,2,31009.97
20448,3,72096.21
20449,4,22132.426
20453,2,38856.367
20456,5,33323.14
20459,2,56030.246
20463,5,28572.81
20466,4,29531.057
20468,3,25043.037
20468,4,7870.2026
20473,3,57951.598
20486,2,28812.8
20489,5,19457.807
20492,2,55308.96
20504,4,5715.786
20507,5,22364.41
20517,7,28700.63
20519,4,54717.934
20520,1,19925.354
20524,3,36981.707
20525,3,26306.662
20527,2,19201.27
20529,2,78147.55
20534,1,36570.043
20536,2,82944.89
20538,5,32794.79
20547,3,22794.506
20556,5,16197.078
20559,4,23457.213
20562,2,68609.24
20563,4,41329.79
20564,5,39416.91
20565,1,17959.98
20566,2,9802.923
20567,4,76897.37
20573,5,48558.727
20576,4,37242.062
20581,1,13219.662
20582,3,68012.8
20586,1,59937.55
20587,4,38967.066
20588,3,15000.81
20591,2,32025.094
20592,4,53540.9
20595,1,15949.419
20597,2,26542.127
20600,4,78001.28
20602,4,62304.613
20607,2,71330.25
20608,3,33732.457
20610,4,60892.047
20613,2,61749.65
20615,3,79376.51
20616,6,42286.754
20618,3,9204.642
20621,3,28332.775
20627,1,32537.908
20635,5,25739.582
20640,6,23017.332
20647,2,50717.234
20650,1,17112.71
20655,4,85571.42
20656,4,47088.535
20660,1,30074.75
20666,2,79867.234
20673,4,42221.19
20675,4,36106.484
20681,6,44350.008
20688,2,64116.355
20695,3,27837.82
20699,3,74695.055
20702,3,22750.273
20705,4,21679.404
20715,3,47331.84
20721,3,30552.738
20725,4,104678.47
20736,3,47900.348
20737,3,55152.836
20742,2,23676.59
20745,2,41097.9
20752,1,18123.54
20753,2,23382.178
20756,3,54431.25
20758,2,14416.928
20765,4,41539.87
20773,3,48532.81
20775,2,23785.25
20776,2,22179.592
20779,2,40654.438
20782,4,54115.54
20785,2,10579.095
20787,4,20370.709
20790,3,45628.746
20793,3,21701.162
20795,3,38404.71
20795,4,15903.833
20796,2,40093.457
20800,5,33319.293
20806,4,28292.979
20808,2,51372.49
20820,4,30498.564
20821,3,44461.188
20832,5,14893.044
20834,3,61619.88
20834,4,25714.527
20835,2,24858.438
20838,3,42822.43
20843,3,57061.88
20845,2,65417.836
20846,2,52565.637
20849,7,10889.207
20861,4,57082.18
20862,3,12184.55
20863,3,41984.97
20864,3,84425.68
20864,6,36880.82
20865,3,19385.08
20867,4,56506.516
20874,3,29542.72
20875,3,86962.64
20877,6,20344.191
20879,6,66531.266
20881,2,20208.06
20881,4,47312.23
20882,3,25511.02
20886,4,30692.25
20888,2,68101.6
20890,2,56764.555
20891,2,28058.129
20894,3,31218.81
20899,4,58782.117
20900,2,54453.17
20901,5,35965.984
20903,3,67484.29
20906,2,70845.72
20909,5,37955.625
20917,1,21988.65
20917,2,52961.926
20918,2,72626.8
20919,1,16708.803
20919,3,41442.12
20921,5,19625.713
20924,1,19133.326
20925,4,9735.112
20926,3,47914.67
20932,6,34752.715
20936,3,57511.38
20940,2,36132.203
20943,5,45462.613
20945,3,25793.465
20952,4,10432.234
20958,3,24127.396
20964,5,58035.12
20965,5,19138.4
20966,3,26969.19
20970,3,10622.169
20972,3,24243.951
20979,4,26897.266
20981,6,40759.566
20983,3,23869.96
20986,3,69253.016
20994,3,32101.2
20995,3,20487.408
21002,2,20597.25
21004,4,28935.81
21005,3,16835.246
21012,3,41216.156
21013,4,46302.35
21014,5,17072.822
21015,5,23499.695
21017,4,52396.344
21020,4,51713.2
21021,3,79010.02
21023,2,68127.555
21028,3,30426.506
21031,2,71055.31
21032,5,35592.812
21038,2,21933.242
21039,4,25159.898
21041,2,53722.34
21042,1,20480.998
21046,4,72807.836
21047,3,69657.01
21050,2,32068.514
21057,2,23373.602
21061,3,44129.44
21062,2,77458.6
21064,6,24086.822
21067,3,37933.71
21069,2,19133.432
21073,2,53890.227
21075,1,36930.0
21076,2,14505.23
21079,4,43937.496
21082,3,15567.994
21084,6,23526.156
21086,5,27154.904
21096,2,47639.6
21104,2,57280.75
21110,3,58755.02
21117,2,41509.258
21126,3,24018.307
21130,2,14428.114
21137,5,66919.93
21139,3,24649.988
21142,4,18756.814
21147,1,22129.666
21148,3,68088.99
21152,6,24950.816
21157,3,30293.893
21158,4,53137.016
21162,2,24506.227
21164,2,37654.523
21167,2,26705.822
21173,4,54421.77
21175,4,21479.967
21177,2,35965.723
21178,3,32715.654
21182,4,32685.832
21188,3,69984.46
21194,3,24017.549
21201,3,38671.855
21207,4,67046.445
21209,3,9860.714
21211,3,30656.625
21212,4,54107.707
21214,4,16004.319
21217,7,15129.294
21218,3,55801.516
21227,3,42967.332
21232,4,50339.203
21238,3,22664.975
21238,5,29819.775
21239,2,27062.812
21242,3,10107.816
21243,2,21238.332
21243,3,6598.655
21245,2,19854.904
21247,3,27312.297
21252,4,12536.125
21253,5,44274.332
21254,3,49404.69
21255,2,29770.61
21257,1,9693.402
21258,2,21823.824
21261,1,18464.803
21265,3,56970.496
21266,5,23955.057
21267,4,32297.506
21269,2,29216.75
21272,2,26272.732
21274,5,39516.367
21277,4,29140.908
21278,3,46741.48
21280,3,44695.543
21289,2,25022.918
21293,2,21845.146
21294,3,41749.273
21294,5,19829.057
21302,5,22790.584
21305,2,13353.835
21305,5,35793.24
21306,5,56764.555
21312,2,31327.543
21315,2,30563.707
21320,3,34692.54
21322,5,17368.014
21325,3,13982.085
21327,2,20494.748
21329,3,36851.09
21331,2,11607.505
21332,4,26137.514
21338,3,38019.816
21340,1,11839.774
21349,2,42723.543
21354,3,24205.223
21355,6,13282.916
21357,4,13099.911
21365,4,23568.688
21366,1,19314.154
21368,5,16460.4
21371,5,23709.871
21374,2,27770.793
21376,2,72966.89
21380,3,57145.63
21381,4,31133.814
21386,2,58104.008
21388,8,23346.074
21390,2,37516.855
21391,3,23932.086
21395,3,48511.887
21396,6,20856.955
21400,2,29779.324
21402,5,33699.477
21407,4,34226.68
21413,4,14429.06
21418,3,42391.918
21419,4,36569.05
21421,5,57136.555
21423,3,62004.89
21430,2,21046.893
21431,4,52369.83
21433,4,20774.393
21445,5,57854.703
21447,2,50234.953
21451,2,34328.227
21452,3,19669.34
21455,3,32186.697
21457,3,22348.193
21458,2,27315.656
21461,4,53011.355
21464,4,21628.535
21468,4,13341.79
21470,5,43729.625
21473,3,57469.17
21477,4,16914.674
21482,6,15718.485
21488,3,29784.47
21490,2,22467.967
21491,2,79962.72
21498,2,70787.52
21505,3,17074.486
21506,3,30914.17
21506,4,9383.145
21508,1,24495.23
21513,3,32324.877
21514,5,37377.617
21520,3,60087.5
21522,3,30200.484
21525,5,12576.118
21527,5,32619.387
21532,3,17208.51
21538,2,67355.86
21539,3,7717.9688
21540,2,60731.285
21542,1,34321.008
21543,3,25155.938
21544,2,20685.38
21545,2,69394.36
21547,2,55460.676
21548,2,30678.492
21553,2,20752.447
21554,2,55559.867
21557,3,68934.38
21561,2,66780.805
21564,4,19807.59
21567,2,29582.59
21568,4,42039.316
21569,3,9075.601
21575,2,14760.013
21575,3,95363.336
21581,3,51839.645
21585,5,39655.965
21586,3,51095.48
21594,1,51129.17
21595,5,16551.13
21599,1,22635.273
21605,2,48974.508
21608,2,63110.797
21609,3,72198.7
21613,6,45993.508
21615,5,37539.17
21616,1,10249.111
21618,3,26050.994
21620,2,24319.633
21621,5,24156.762
21624,3,50470.13
21628,4,8080.989
21629,4,19022.576
21631,2,80436.25
21633,4,76540.016
21636,4,29388.203
21638,4,18323.3
21642,1,41243.953
21650,4,31939.162
21659,2,19028.91
21663,3,65210.855
21668,3,77358.84
21671,2,17219.018
21672,2,19217.29
21682,5,59534.48
21686,3,27218.002
21702,2,76448.38
21703,2,69989.84
21711,5,49979.996
21716,1,9958.398
21719,2,50027.926
21722,3,36236.176
21723,2,24123.252
21726,3,40449.918
21727,2,23733.824
21733,9,55729.934
21737,3,25834.125
21740,6,28977.834
21743,3,70765.195
21747,1,16804.12
21754,2,54130.008
21756,5,23436.428
21757,4,47777.676
21770,4,48067.01
21774,5,26763.402
21775,4,22436.754
21778,4,10218.3125
21780,2,25664.121
21780,3,15448.44
21785,6,46688.836
21787,3,58044.32
21788,2,49317.734
21789,2,19191.85
21790,2,23879.43
21793,3,35456.133
21809,7,30180.049
21810,3,67461.84
21811,3,37136.97
21812,3,69650.12
21813,3,37756.582
21816,3,61553.84
21818,4,22237.465
21820,5,78197.81
21821,3,48600.38
21827,2,42627.277
21828,3,57110.54
21832,4,14446.616
21833,6,26994.86
21834,1,19457.934
21834,3,31487.973
21835,2,21478.133
21837,6,19048.924
21841,3,26117.678
21843,2,15896.251
21847,3,35599.164
21848,4,10347.925
21849,2,50803.71
21854,2,53591.227
21860,2,69431.7
21863,2,52393.113
21872,5,75464.9
21874,3,36201.066
21876,4,75129.29
21879,3,79083.96
21884,4,53050.22
21888,5,47923.145
21889,4,26038.826
21890,4,44007.336
21894,4,27888.883
21895,3,29885.787
21896,3,33308.836
21899,3,27059.006
21903,5,47602.74
21904,7,11423.427
21906,1,19627.436
21911,5,36466.004
21912,1,17624.03
21914,6,47372.176
21917,4,72957.18
21917,8,28228.049
21922,4,19383.727
21923,3,59824.29
21929,3,18597.66
21930,2,30440.707
21930,3,55745.562
21934,6,43257.12
21937,3,50995.98
21938,4,56548.99
21938,6,40263.152
21945,3,60142.418
21947,2,30639.387
21949,4,23721.244
21956,2,75820.72
21958,5,13209.179
21960,3,16531.678
21965,2,20653.35
21967,3,15899.25
21967,6,26373.553
21969,5,19175.418
21981,3,34272.45
21983,2,80831.59
21986,5,77622.79
21990,4,56232.96
21991,3,38456.918
22002,2,32751.553
22004,5,22327.785
22005,3,24203.613
22006,2,42821.195
22014,3,16476.91
22015,4,24657.314
22021,4,50715.785
22023,2,53313.55
22027,4,37978.613
22028,5,23235.299
22030,5,55502.36
22033,4,77007.03
22034,4,50228.695
22040,4,46535.996
22046,2,61069.066
22053,3,31778.32
22055,4,23446.963
22060,3,54084.76
22062,3,13798.869
22065,5,23090.197
22068,3,45802.37
22073,3,48354.06
22074,4,19252.725
22079,3,33500.84
22083,2,32802.062
22085,5,9362.784
22086,3,53996.438
22087,4,34146.64
22089,4,55877.793
22105,2,53031.766
22106,10,23235.49
22108,2,80314.24
22110,3,45041.125
22111,5,15214.126
22113,3,24325.586
22116,2,28814.832
22120,4,39431.215
22127,3,8971.067
22128,5,19628.998
22131,3,70387.9
22134,5,61357.668
22146,5,70367.27
22147,2,36367.207
22147,5,36518.996
22150,3,14882.725
22153,4,38176.53
22158,5,77947.67
22162,3,45558.332
22163,2,48864.586
22171,5,43318.676
22178,1,16813.223
22181,2,56940.273
22181,3,23319.932
22183,2,63864.344
22191,4,59653.684
22192,3,39967.824
22194,3,14069.449
22195,3,83289.945
22196,2,13681.673
22199,1,34787.78
22204,3,39852.336
22211,3,85471.37
22212,5,32002.229
22213,3,23992.893
22221,6,25264.275
22222,4,81584.92
22227,7,18014.23
22231,2,79718.2
22233,3,41324.812
22234,1,18590.232
22243,3,36262.09
22245,3,64663.926
22248,5,61953.293
22249,4,28488.34
22252,2,26587.604
22259,2,43341.35
22260,4,44502.75
22264,3,29201.174
22266,3,51298.46
22267,3,27055.02
22268,3,71436.55
22269,2,71642.47
22274,5,31889.805
22275,2,104618.92
22275,4,32628.912
22284,3,53412.17
22285,4,24123.207
22286,5,28724.648
22287,2,55599.47
22289,2,62499.49
22291,4,26373.158
22302,4,39148.023
22306,7,45062.402
22312,4,61331.805
22320,3,65998.945
22325,2,61984.137
22334,3,18425.637
22341,8,24700.094
22342,3,44590.332
22343,7,15178.637
22344,4,44553.74
22348,9,37192.574
22349,4,59307.195
22350,1,11888.301
22350,2,44043.06
22350,3,17692.357
22363,4,25842.744
22365,4,44338.043
22368,4,34973.176
22370,3,35783.746
22371,3,48718.973
22372,3,28645.184
22379,4,39785.254
22380,4,58166.746
22381,4,36784.277
22387,4,11779.004
22390,4,59212.355
22400,5,16777.363
22403,5,21657.486
22408,1,18957.215
22408,2,13537.438
22416,3,79205.46
22418,2,81115.05
22424,1,23440.932
22425,6,81120.34
22432,3,67690.984
22433,5,8784.482
22436,5,28773.463
22439,4,70639.67
22440,6,24175.572
22441,4,23696.043
22443,3,18131.064
22449,7,61453.184
22450,5,60499.12
22451,3,36570.08
22452,2,81636.67
22454,2,43047.3
22460,3,62050.83
22462,3,30290.582
22464,3,8756.489
22464,4,22487.26
22466,3,64358.926
22470,4,76880.6
22472,1,19034.973
22472,4,58978.62
22474,4,36886.926
22478,2,24420.45
22482,4,30808.594
22482,5,15743.89
22486,1,25670.412
22490,4,54737.535
22494,2,53263.7
22499,3,80424.71
22506,4,70118.84
22507,4,65679.13
22509,4,23682.98
22511,2,52411.566
22514,4,39956.758
22517,5,43530.41
22518,2,25357.432
22519,7,54429.926
22522,4,100983.84
22527,4,38339.39
22528,6,59653.684
22529,2,33420.836
22530,7,13255.815
22531,2,49893.29
22531,3,47758.902
22532,2,81909.29
22532,4,22305.727
22533,3,33061.055
22537,2,53756.438
22554,2,51026.82
22557,3,21145.232
22561,8,14722.267
22563,4,43611.652
22566,1,21019.525
22568,4,68607.66
22570,4,18506.736
22573,3,47760.406
22574,6,18871.014
22577,4,22731.66
22578,3,29901.51
22579,3,19747.605
22585,3,40831.363
22586,5,26786.191
22589,2,28230.232
22592,1,30565.88
22593,5,47332.13
22594,2,38390.043
22598,3,60387.516
22600,2,91823.03
22601,6,22089.24
22606,2,17318.752
22606,5,26199.75
22606,8,20208.635
22611,2,45738.31
22613,2,38153.965
22617,2,17777.053
22624,2,55960.52
22629,2,23782.29
22630,4,73997.555
22648,3,21477.348
22650,1,20161.086
22651,2,78806.37
22653,1,9491.528
22655,3,79431.68
22657,2,75511.03
22658,3,15835.61
22662,5,19080.592
22669,2,38480.484
22671,4,57279.69
22673,5,-1430.1172
22677,3,84205.67
22678,2,32702.145
22679,4,61475.484
22682,5,32983.3
22683,3,72332.13
22685,5,68472.93
22686,3,44767.363
22688,1,41304.395
22692,4,26710.066
22693,2,43253.082
22699,3,81446.836
22700,4,37078.586
22710,3,76794.31
22712,6,13122.333
22714,2,48779.438
22715,1,41170.688
22721,2,78652.18
22722,3,74957.27
22730,3,59406.406
22733,2,34513.395
22749,2,57317.96
22750,3,36299.54
22758,4,29080.602
22759,3,48856.43
22762,7,40309.15
22764,4,38216.38
22768,3,14917.85
22773,4,48686.5
22776,4,52052.004
22777,3,67939.14
22778,2,82069.13
22782,4,55997.22
22788,4,10208.541
22791,3,86394.234
22793,2,89444.57
22801,3,100455.82
22802,2,54392.637
22805,2,36428.81
22806,2,5982.268
22809,3,70296.61
22811,4,34504.156
22816,5,43775.3
22820,3,7976.6616
22826,2,18145.77
22831,3,74444.33
22833,2,33582.22
22835,3,38969.84
22837,5,16010.169
22844,4,20814.197
22845,8,61622.92
22854,4,9476.227
22855,5,22162.375
22866,2,28345.932
22866,5,39336.176
22873,6,40832.156
22878,7,24407.469
22879,3,66616.0
22881,2,41916.57
22891,3,63987.258
22892,2,25162.201
22895,4,50911.906
22900,2,82257.516
22902,3,10682.237
22904,5,34242.77
22908,2,75597.24
22913,2,46290.4
22917,2,78368.93
22921,4,35168.875
22923,1,7347.6494
22924,4,67931.375
22925,4,55005.17
22926,2,48975.32
22928,3,81684.87
22932,3,21210.46
22933,2,82494.34
22937,2,26990.94
22940,6,44650.008
22944,5,82494.14
22946,1,22612.393
22951,2,28919.604
22958,4,72989.85
22966,1,37940.69
22966,2,65069.816
22971,3,37301.76
22974,3,19744.637
22977,3,71553.01
22978,7,24744.457
22979,2,85517.28
22985,3,40062.746
22986,4,22268.766
22987,1,47147.82
22989,1,19762.596
22992,4,57168.527
22993,2,20220.168
23001,5,38136.09
23004,2,17680.72
23004,4,33836.96
23005,2,17063.818
23013,2,11482.952
23020,2,43162.016
23023,3,79254.29
23024,2,16819.281
23026,4,17350.14
23028,1,41416.445
23028,2,64231.0
23031,3,61280.61
23039,4,37085.523
23040,4,70004.63
23041,4,58230.223
23044,3,84670.97
23046,3,23288.455
23047,3,63323.258
23050,2,81421.44
23052,2,69443.82
23059,4,36691.99
23063,4,31132.62
23071,1,23962.455
23073,2,13428.402
23073,3,18469.826
23077,4,56764.555
23086,5,26541.74
23092,5,66244.58
23092,6,14473.573
23095,3,66771.31
23096,2,56800.02
23097,6,59653.684
23098,4,20149.951
23101,2,38180.51
23104,4,53050.22
23104,5,12936.316
23108,4,73942.67
23111,5,16070.88
23118,3,29375.123
23123,3,36124.066
23124,3,39691.35
23127,2,78532.086
23135,3,13116.533
23141,4,40593.297
23142,3,36338.53
23143,3,59519.207
23149,2,19519.713
23150,3,36052.766
23152,4,32355.186
23159,2,76322.58
23160,5,19513.523
23163,4,6733.1475
23167,3,19700.807
23172,5,13473.504
23178,4,22365.855
23185,3,38427.508
23186,6,59652.76
23188,4,19991.053
23193,2,74497.69
23196,2,82198.67
23199,4,59653.684
23200,3,56034.055
23202,1,21574.096
23202,2,16402.738
23203,1,36010.297
23205,4,59353.04
23206,3,9198.475
23207,3,43167.203
23208,3,81887.266
23210,2,79837.7
23214,2,45598.086
23215,3,24138.121
23217,2,22398.479
23222,4,18300.732
23223,4,17161.828
23229,6,10643.635
23231,3,64127.63
23232,2,34111.34
23237,3,70325.31
23248,2,57469.17
23251,3,29538.1
23256,3,21688.621
23257,2,27422.785
23262,3,81632.31
23264,2,11427.164
23274,3,57109.19
23276,6,11645.72
23278,4,78543.73
23286,1,52348.902
23293,2,39858.703
23294,4,30546.213
23295,5,36528.176
23296,3,84931.234
23299,2,69717.93
23306,3,54438.54
23307,4,32804.13
23317,4,78812.98
23326,4,19184.588
23332,5,24278.783
23336,5,28332.307
23344,3,66709.32
23346,3,35129.426
23347,4,59711.598
23350,5,43149.977
23351,3,28049.104
23354,3,65299.7
23356,4,55848.848
23358,1,31331.465
23359,5,11351.651
23360,2,47091.047
23362,3,32174.89
23364,4,35150.1
23367,1,23474.34
23380,3,28606.361
23385,2,42824.383
23386,2,31712.732
23393,2,49400.58
23400,4,66583.52
23401,3,49456.953
23402,1,15493.793
23404,1,21646.205
23408,3,39925.406
23409,2,49233.414
23410,4,24687.201
23416,2,68051.25
23418,2,69430.48
23422,2,15648.758
23424,2,59139.44
23429,3,72088.03
23432,1,56696.875
23436,4,21936.42
23438,3,63537.766
23443,2,76889.54
23461,2,47651.992
23471,2,49503.047
23471,3,65531.555
23472,2,50357.37
23476,2,27345.482
23485,2,42926.992
23495,1,18103.777
23497,4,28952.168
23500,4,49166.707
23501,2,46654.668
23504,3,36654.668
23511,2,73947.836
23512,2,80403.43
23513,3,12227.15
23515,4,49836.13
23521,3,39884.676
23522,3,21742.889
23544,2,69306.37
23548,2,57600.688
23550,2,50539.195
23551,2,77795.086
23554,5,34641.207
23555,3,27412.814
23562,4,8920.407
23564,3,69417.66
23566,5,23974.934
23567,3,42685.18
23569,6,40023.324
23573,3,22816.014
23574,5,38387.324
23584,4,54601.69
23584,5,21136.059
23596,2,76733.016
23600,2,78002.41
23601,4,46219.816
23604,3,43027.76
23605,1,50202.93
23608,6,11304.093
23609,4,65332.56
23613,5,37900.555
23618,3,71303.06
23625,4,16824.709
23627,3,77838.26
23628,2,34789.977
23629,4,21096.166
23630,4,29070.152
23639,3,31373.72
23641,3,20112.54
23643,1,38661.73
23643,3,50437.582
23647,2,51507.477
23649,2,38186.586
23651,7,9368.101
23652,4,24188.723
23661,5,52846.062
23662,6,48091.06
23664,3,10860.839
23674,4,22404.637
23681,3,68015.14
23688,7,26167.855
23690,3,42117.42
23692,3,37132.914
23696,2,57767.152
23698,2,36543.777
23701,5,41829.375
23710,1,20906.521
23712,5,61692.562
23714,2,19471.307
23715,2,22950.432
23721,4,82304.42
23724,1,5575.199
23727,2,65023.605
23731,5,78535.49
23733,2,56509.605
23748,2,33233.586
23755,4,73187.305
23759,4,49157.08
23761,4,11293.732
23763,3,65574.03
23768,2,47289.96
23769,1,64050.895
23770,5,30815.627
23777,4,80495.36
23782,3,8908.309
23784,5,42627.14
23785,2,47534.836
23786,3,74924.53
23787,2,26776.186
23788,5,55700.516
23789,3,28880.215
23791,2,19836.871
23801,2,40068.28
23809,6,42180.004
23813,2,80188.41
23816,4,83865.54
23817,4,80975.07
23822,2,71803.086
23823,2,74181.36
23824,2,60220.188
23824,5,70672.97
23827,2,11834.645
23829,2,16473.945
23830,2,78548.67
23845,2,26134.312
23846,4,25308.352
23851,1,43331.605
23858,3,54298.367
23862,5,15649.166
23868,3,32450.387
23873,2,73608.78
23876,5,14554.404
23878,3,96443.76
23879,2,71557.445
23881,3,90157.9
23894,3,69331.24
23896,4,17929.99
23899,2,17374.857
23899,4,27611.125
23903,2,14719.026
23904,4,24700.09
23908,2,34725.676
23909,6,15818.326
23911,2,83083.85
23913,3,49157.08
23920,5,46300.26
23921,3,54421.77
23924,4,59229.07
23925,4,57520.758
23926,4,83052.61
23933,2,14255.181
23935,4,53662.99
23938,4,19582.447
23940,2,50779.54
23943,3,57067.35
23945,7,46685.863
23948,4,74946.94
23950,3,29882.805
23953,9,12853.885
23954,4,49568.086
23954,5,2125.4148
23955,4,19807.607
23963,6,21743.717
23964,3,29313.328
23965,2,12377.419
23967,6,22060.174
23970,2,27907.086
23976,4,80924.99
23981,3,46814.742
23985,4,61219.477
23986,4,22824.0
23991,3,49221.715
23995,2,77413.02
24002,3,77281.46
24009,2,75546.67
24014,7,16595.744
24016,4,45865.637
24020,3,32892.086
24021,5,21593.564
24024,3,53971.39
24026,1,4905.3105
24028,2,74622.88
24031,5,22261.773
24032,1,38307.65
24033,2,17689.408
24034,4,92204.32
24038,3,35732.684
24046,2,22432.43
24050,6,21204.043
24051,3,50268.613
24054,3,34802.62
24060,4,27611.518
24063,3,51888.027
24070,2,33976.957
24072,1,10485.853
24073,2,23488.951
24073,3,54835.87
24075,2,3987.782
24080,1,33457.33
24082,2,37565.504
24087,3,25355.484
24096,5,49096.55
24105,5,72328.26
24112,3,21113.582
24115,3,19995.096
24121,3,21622.447
24125,4,47294.01
24127,4,22220.668
24129,6,52656.5
24135,5,20857.838
24137,5,17120.842
24141,6,9661.641
24143,1,16219.103
24147,2,26785.85
24153,2,49913.355
24159,4,25799.568
24163,3,56764.555
24164,2,72458.75
24167,2,73241.414
24173,3,62931.133
24174,3,64802.26
24186,1,10801.528
24189,3,57469.17
24192,4,53656.75
24192,5,13803.498
24196,2,20391.744
